User ID,Subscription Type,Monthly Revenue,Join Date,Join Month,Last Logging Date,Last Logging Month,Active / Inactive,Country,Age,Age Group,Gender
158,Basic,13,10/19/2022,Oct,6/28/2023,Jun,Inactive,Mexico,47,45-50,Female
159,Standard,10,12/21/2022,Dec,6/26/2023,Jun,Inactive,Spain,51,50-55,Female
160,Premium,15,10/27/2022,Oct,6/25/2023,Jun,Inactive,Italy,39,35-40,Male
161,Basic,10,10/23/2022,Oct,6/24/2023,Jun,Inactive,United States,45,40-45,Male
162,Premium,15,4/19/2022,Apr,6/25/2023,Jun,Inactive,Canada,31,30-35,Male
163,Standard,11,5/4/2022,May,6/26/2023,Jun,Inactive,United Kingdom,29,25-30,Male
164,Basic,11,11/3/2022,Nov,6/26/2023,Jun,Inactive,Australia,42,40-45,Female
165,Standard,14,5/25/2022,May,6/25/2023,Jun,Inactive,Germany,49,45-50,Male
166,Premium,13,4/16/2022,Apr,6/26/2023,Jun,Inactive,France,42,40-45,Male
167,Basic,13,7/4/2022,Jul,6/24/2023,Jun,Inactive,Brazil,29,25-30,Male
168,Standard,10,11/12/2022,Nov,6/28/2023,Jun,Inactive,Mexico,29,25-30,Male
171,Premium,11,4/29/2022,Apr,6/24/2023,Jun,Inactive,United States,35,30-35,Female
172,Basic,12,4/27/2022,Apr,6/26/2023,Jun,Inactive,Canada,39,35-40,Female
173,Standard,15,3/6/2022,Mar,6/25/2023,Jun,Inactive,United Kingdom,40,35-40,Male
174,Standard,14,4/23/2022,Apr,6/25/2023,Jun,Inactive,Australia,39,35-40,Female
175,Basic,10,4/22/2022,Apr,6/26/2023,Jun,Inactive,Germany,47,45-50,Female
176,Premium,13,12/4/2022,Dec,6/25/2023,Jun,Inactive,France,37,35-40,Female
177,Basic,15,5/23/2022,May,6/26/2023,Jun,Inactive,Brazil,27,25-30,Female
178,Standard,13,10/19/2022,Oct,6/26/2023,Jun,Inactive,Mexico,49,45-50,Female
179,Premium,10,3/12/2022,Mar,6/26/2023,Jun,Inactive,Spain,30,25-30,Female
180,Basic,14,9/26/2022,Sep,6/25/2023,Jun,Inactive,Italy,36,35-40,Male
181,Premium,15,6/16/2022,Jun,6/27/2023,Jun,Inactive,United States,33,30-35,Male
182,Basic,13,5/16/2022,May,6/25/2023,Jun,Inactive,Canada,30,25-30,Female
183,Standard,15,5/26/2022,May,6/26/2023,Jun,Inactive,United Kingdom,36,35-40,Female
184,Standard,13,4/26/2022,Apr,6/25/2023,Jun,Inactive,Australia,28,25-30,Female
185,Basic,11,12/5/2022,Dec,6/25/2023,Jun,Inactive,Germany,47,45-50,Female
186,Premium,12,1/3/2022,Jan,6/25/2023,Jun,Inactive,France,33,30-35,Female
187,Basic,13,10/7/2022,Oct,6/24/2023,Jun,Inactive,Brazil,49,45-50,Female
188,Standard,15,7/16/2022,Jul,6/27/2023,Jun,Inactive,Mexico,44,40-45,Female
189,Premium,13,2/9/2022,Feb,6/26/2023,Jun,Inactive,Spain,47,45-50,Male
190,Basic,11,9/18/2022,Sep,6/26/2023,Jun,Inactive,Italy,37,35-40,Female
191,Premium,10,8/7/2022,Aug,6/25/2023,Jun,Inactive,United States,46,45-50,Male
192,Basic,14,6/26/2022,Jun,6/27/2023,Jun,Inactive,Canada,50,45-50,Female
193,Standard,11,5/8/2022,May,6/25/2023,Jun,Inactive,United Kingdom,50,45-50,Male
194,Standard,14,8/19/2022,Aug,6/27/2023,Jun,Inactive,Australia,37,35-40,Male
195,Basic,11,8/26/2022,Aug,6/24/2023,Jun,Inactive,Germany,50,45-50,Female
196,Premium,13,9/6/2022,Sep,6/24/2023,Jun,Inactive,France,45,40-45,Female
197,Basic,14,9/27/2022,Sep,6/23/2023,Jun,Inactive,Brazil,45,40-45,Male
198,Standard,10,10/18/2022,Oct,6/27/2023,Jun,Inactive,Mexico,49,45-50,Female
199,Premium,14,10/31/2022,Oct,6/25/2023,Jun,Inactive,Spain,39,35-40,Female
200,Basic,11,10/13/2022,Oct,6/25/2023,Jun,Inactive,Italy,45,40-45,Female
201,Premium,11,4/7/2022,Apr,6/27/2023,Jun,Inactive,United States,49,45-50,Female
202,Basic,12,6/26/2022,Jun,6/27/2023,Jun,Inactive,Canada,31,30-35,Female
203,Standard,13,7/31/2022,Jul,6/24/2023,Jun,Inactive,United Kingdom,42,40-45,Female
204,Standard,12,7/27/2022,Jul,6/24/2023,Jun,Inactive,Australia,37,35-40,Male
205,Basic,12,7/30/2022,Jul,6/25/2023,Jun,Inactive,Germany,30,25-30,Male
206,Premium,11,6/8/2022,Jun,6/25/2023,Jun,Inactive,France,40,35-40,Male
207,Basic,15,9/16/2022,Sep,6/24/2023,Jun,Inactive,Brazil,45,40-45,Female
209,Premium,11,10/12/2022,Oct,6/24/2023,Jun,Inactive,Spain,41,40-45,Male
210,Basic,14,11/22/2022,Nov,6/26/2023,Jun,Inactive,Italy,49,45-50,Female
211,Premium,15,11/15/2022,Nov,6/27/2023,Jun,Inactive,United States,40,35-40,Male
212,Basic,11,10/28/2022,Oct,6/26/2023,Jun,Inactive,Canada,36,35-40,Male
213,Standard,12,8/9/2022,Aug,6/24/2023,Jun,Inactive,United Kingdom,49,45-50,Female
214,Standard,13,6/30/2022,Jun,6/28/2023,Jun,Inactive,Australia,43,40-45,Female
215,Basic,13,2/9/2022,Feb,6/27/2023,Jun,Inactive,Germany,50,45-50,Female
216,Premium,14,8/10/2022,Aug,6/24/2023,Jun,Inactive,France,51,50-55,Female
217,Basic,15,11/13/2022,Nov,6/25/2023,Jun,Inactive,Brazil,44,40-45,Male
218,Standard,12,11/15/2022,Nov,6/28/2023,Jun,Inactive,Mexico,27,25-30,Male
219,Premium,12,11/16/2022,Nov,6/25/2023,Jun,Inactive,Spain,46,45-50,Female
220,Basic,12,11/26/2022,Nov,6/27/2023,Jun,Inactive,Italy,29,25-30,Male
221,Basic,12,11/26/2022,Nov,6/25/2023,Jun,Inactive,United States,47,45-50,Male
222,Basic,10,12/12/2022,Dec,6/26/2023,Jun,Inactive,Canada,48,45-50,Female
224,Premium,15,11/27/2022,Nov,6/29/2023,Jun,Inactive,Australia,40,35-40,Female
225,Basic,14,11/10/2022,Nov,6/27/2023,Jun,Inactive,Germany,48,45-50,Female
226,Basic,10,9/27/2022,Sep,6/26/2023,Jun,Inactive,France,35,30-35,Male
227,Premium,12,9/30/2022,Sep,6/24/2023,Jun,Inactive,Brazil,51,50-55,Female
228,Standard,10,4/11/2022,Apr,6/27/2023,Jun,Inactive,Mexico,39,35-40,Male
229,Standard,13,4/11/2022,Apr,6/27/2023,Jun,Inactive,Spain,29,25-30,Male
230,Basic,12,10/30/2022,Oct,6/26/2023,Jun,Inactive,Italy,51,50-55,Male
231,Premium,11,10/29/2022,Oct,6/24/2023,Jun,Inactive,United States,43,40-45,Male
232,Standard,11,8/30/2022,Aug,6/27/2023,Jun,Inactive,Canada,28,25-30,Male
233,Basic,15,7/7/2022,Jul,6/26/2023,Jun,Inactive,United Kingdom,50,45-50,Female
234,Standard,14,5/26/2022,May,6/27/2023,Jun,Inactive,Australia,44,40-45,Female
235,Premium,11,5/17/2022,May,6/25/2023,Jun,Inactive,Germany,50,45-50,Male
236,Basic,11,8/5/2022,Aug,6/26/2023,Jun,Inactive,France,39,35-40,Female
237,Premium,13,7/7/2022,Jul,6/25/2023,Jun,Inactive,Brazil,46,45-50,Female
238,Standard,15,7/17/2022,Jul,6/28/2023,Jun,Inactive,Mexico,48,45-50,Male
239,Basic,15,12/23/2022,Dec,6/26/2023,Jun,Inactive,Spain,38,35-40,Male
240,Standard,13,6/27/2022,Jun,6/26/2023,Jun,Inactive,Italy,38,35-40,Male
241,Premium,13,5/31/2022,May,6/27/2023,Jun,Inactive,United States,47,45-50,Male
242,Basic,12,2/6/2022,Feb,6/26/2023,Jun,Inactive,Canada,37,35-40,Male
243,Standard,11,5/25/2022,May,6/27/2023,Jun,Inactive,United Kingdom,33,30-35,Male
244,Premium,15,4/26/2022,Apr,6/26/2023,Jun,Inactive,Australia,28,25-30,Male
245,Basic,13,4/20/2022,Apr,6/26/2023,Jun,Inactive,Germany,47,45-50,Male
246,Premium,11,3/5/2022,Mar,6/25/2023,Jun,Inactive,France,38,35-40,Female
247,Basic,12,7/7/2022,Jul,6/27/2023,Jun,Inactive,Brazil,27,25-30,Male
248,Standard,13,9/15/2022,Sep,6/26/2023,Jun,Inactive,Mexico,34,30-35,Male
249,Standard,14,9/16/2022,Sep,6/27/2023,Jun,Inactive,Spain,42,40-45,Female
250,Basic,14,9/8/2022,Sep,6/26/2023,Jun,Inactive,Italy,28,25-30,Male
251,Premium,15,6/25/2022,Jun,6/27/2023,Jun,Inactive,United States,30,25-30,Male
252,Basic,11,5/30/2022,May,6/26/2023,Jun,Inactive,Canada,38,35-40,Female
253,Standard,15,5/21/2022,May,6/25/2023,Jun,Inactive,United Kingdom,45,40-45,Female
254,Premium,12,5/20/2022,May,6/27/2023,Jun,Inactive,Australia,48,45-50,Female
255,Basic,13,5/20/2022,May,6/26/2023,Jun,Inactive,Germany,46,45-50,Female
256,Premium,12,5/30/2022,May,6/26/2023,Jun,Inactive,France,34,30-35,Male
257,Basic,13,6/17/2022,Jun,6/25/2023,Jun,Inactive,Brazil,46,45-50,Male
258,Standard,11,7/16/2022,Jul,6/28/2023,Jun,Inactive,Mexico,41,40-45,Female
259,Standard,15,5/8/2022,May,6/26/2023,Jun,Inactive,Spain,28,25-30,Male
260,Basic,10,7/17/2022,Jul,6/26/2023,Jun,Inactive,Italy,27,25-30,Female
261,Premium,13,4/7/2022,Apr,6/25/2023,Jun,Inactive,United States,27,25-30,Female
262,Basic,12,7/13/2022,Jul,6/26/2023,Jun,Inactive,Canada,28,25-30,Female
263,Standard,15,7/25/2022,Jul,6/24/2023,Jun,Inactive,United Kingdom,46,45-50,Male
264,Premium,10,9/8/2022,Sep,6/27/2023,Jun,Inactive,Australia,51,50-55,Male
265,Basic,11,5/8/2022,May,6/25/2023,Jun,Inactive,Germany,32,30-35,Female
266,Premium,10,8/17/2022,Aug,6/26/2023,Jun,Inactive,France,44,40-45,Male
267,Basic,11,8/9/2022,Aug,6/27/2023,Jun,Inactive,Brazil,44,40-45,Female
268,Standard,13,10/16/2022,Oct,6/28/2023,Jun,Inactive,Mexico,34,30-35,Female
269,Standard,13,10/15/2022,Oct,6/25/2023,Jun,Inactive,Spain,29,25-30,Female
270,Basic,12,4/9/2022,Apr,6/25/2023,Jun,Inactive,Italy,47,45-50,Male
271,Premium,14,8/20/2022,Aug,6/26/2023,Jun,Inactive,United States,41,40-45,Male
272,Basic,10,10/8/2022,Oct,6/26/2023,Jun,Inactive,Canada,36,35-40,Female
273,Standard,12,2/8/2022,Feb,6/25/2023,Jun,Inactive,United Kingdom,28,25-30,Female
274,Premium,10,1/8/2022,Jan,6/24/2023,Jun,Inactive,Australia,27,25-30,Female
275,Basic,15,6/8/2022,Jun,6/25/2023,Jun,Inactive,Germany,34,30-35,Female
276,Premium,14,9/8/2022,Sep,6/25/2023,Jun,Inactive,France,34,30-35,Female
277,Basic,13,12/9/2022,Dec,6/26/2023,Jun,Inactive,Brazil,37,35-40,Female
278,Standard,14,9/27/2022,Sep,6/26/2023,Jun,Inactive,Mexico,34,30-35,Female
279,Standard,15,12/11/2022,Dec,6/24/2023,Jun,Inactive,Spain,50,45-50,Female
280,Basic,12,11/13/2022,Nov,6/27/2023,Jun,Inactive,Italy,34,30-35,Female
281,Premium,12,2/11/2022,Feb,6/28/2023,Jun,Inactive,United States,33,30-35,Female
282,Basic,11,10/30/2022,Oct,6/25/2023,Jun,Inactive,Canada,33,30-35,Male
283,Standard,15,6/30/2022,Jun,6/26/2023,Jun,Inactive,United Kingdom,46,45-50,Male
284,Premium,14,4/8/2022,Apr,6/28/2023,Jun,Inactive,Australia,39,35-40,Female
285,Basic,10,1/9/2022,Jan,6/27/2023,Jun,Inactive,Germany,42,40-45,Female
286,Premium,14,10/14/2022,Oct,6/27/2023,Jun,Inactive,France,50,45-50,Female
287,Basic,10,10/16/2022,Oct,6/26/2023,Jun,Inactive,Brazil,43,40-45,Male
288,Standard,14,10/20/2022,Oct,6/28/2023,Jun,Inactive,Mexico,51,50-55,Male
289,Standard,15,11/20/2022,Nov,6/25/2023,Jun,Inactive,Spain,34,30-35,Female
290,Basic,12,11/25/2022,Nov,6/30/2023,Jun,Inactive,Italy,48,45-50,Male
291,Premium,13,4/12/2022,Apr,6/27/2023,Jun,Inactive,United States,29,25-30,Female
292,Basic,11,12/12/2022,Dec,6/27/2023,Jun,Inactive,Canada,43,40-45,Female
293,Standard,14,9/12/2022,Sep,6/25/2023,Jun,Inactive,United Kingdom,39,35-40,Female
294,Premium,10,10/15/2022,Oct,6/29/2023,Jun,Inactive,Australia,50,45-50,Male
295,Basic,14,3/10/2022,Mar,6/27/2023,Jun,Inactive,Germany,45,40-45,Male
296,Basic,12,1/10/2022,Jan,6/27/2023,Jun,Inactive,France,48,45-50,Female
297,Basic,13,2/11/2022,Feb,6/24/2023,Jun,Inactive,Brazil,40,35-40,Male
298,Standard,14,3/11/2022,Mar,6/27/2023,Jun,Inactive,Mexico,41,40-45,Male
299,Premium,10,10/30/2022,Oct,6/27/2023,Jun,Inactive,Spain,27,25-30,Male
300,Basic,11,10/30/2022,Oct,6/28/2023,Jun,Inactive,Italy,36,35-40,Male
301,Basic,10,9/27/2022,Sep,6/24/2023,Jun,Inactive,United States,36,35-40,Female
302,Premium,11,9/14/2022,Sep,6/27/2023,Jun,Inactive,Canada,44,40-45,Male
303,Standard,12,11/6/2022,Nov,6/26/2023,Jun,Inactive,United Kingdom,45,40-45,Male
304,Standard,12,11/6/2022,Nov,6/29/2023,Jun,Inactive,Australia,33,30-35,Female
305,Basic,13,5/24/2022,May,6/26/2023,Jun,Inactive,Germany,47,45-50,Male
306,Premium,13,6/7/2022,Jun,6/27/2023,Jun,Inactive,France,45,40-45,Male
307,Standard,11,8/7/2022,Aug,6/28/2023,Jun,Inactive,Brazil,29,25-30,Female
308,Basic,13,10/27/2022,Oct,6/27/2023,Jun,Inactive,Mexico,31,30-35,Male
309,Standard,11,9/8/2022,Sep,6/28/2023,Jun,Inactive,Spain,31,30-35,Male
310,Premium,15,6/14/2022,Jun,6/26/2023,Jun,Inactive,Italy,49,45-50,Female
311,Basic,15,7/6/2022,Jul,6/27/2023,Jun,Inactive,United States,29,25-30,Female
312,Premium,12,5/27/2022,May,6/26/2023,Jun,Inactive,Canada,50,45-50,Male
313,Standard,13,5/27/2022,May,6/27/2023,Jun,Inactive,United Kingdom,36,35-40,Female
314,Basic,10,4/21/2022,Apr,6/26/2023,Jun,Inactive,Australia,28,25-30,Male
315,Standard,15,4/28/2022,Apr,6/27/2023,Jun,Inactive,Germany,47,45-50,Female
316,Premium,12,5/27/2022,May,6/25/2023,Jun,Inactive,France,50,45-50,Female
317,Basic,15,8/25/2022,Aug,6/28/2023,Jun,Inactive,Brazil,44,40-45,Female
318,Standard,10,2/9/2022,Feb,6/27/2023,Jun,Inactive,Mexico,39,35-40,Female
319,Premium,14,8/22/2022,Aug,6/26/2023,Jun,Inactive,Spain,32,30-35,Female
320,Basic,15,2/8/2022,Feb,6/27/2023,Jun,Inactive,Italy,30,25-30,Female
321,Premium,12,6/22/2022,Jun,6/27/2023,Jun,Inactive,United States,33,30-35,Female
322,Basic,15,4/6/2022,Apr,6/27/2023,Jun,Inactive,Canada,44,40-45,Male
323,Standard,14,5/31/2022,May,6/26/2023,Jun,Inactive,United Kingdom,40,35-40,Male
324,Standard,15,5/22/2022,May,6/27/2023,Jun,Inactive,Australia,32,30-35,Male
325,Basic,13,5/29/2022,May,6/27/2023,Jun,Inactive,Germany,32,30-35,Male
326,Premium,11,11/6/2022,Nov,6/27/2023,Jun,Inactive,France,30,25-30,Male
327,Basic,12,6/7/2022,Jun,6/26/2023,Jun,Inactive,Brazil,32,30-35,Female
328,Standard,12,7/26/2022,Jul,6/27/2023,Jun,Inactive,Mexico,45,40-45,Female
329,Premium,11,7/22/2022,Jul,6/25/2023,Jun,Inactive,Spain,35,30-35,Female
330,Basic,10,6/7/2022,Jun,6/26/2023,Jun,Inactive,Italy,40,35-40,Female
331,Premium,14,8/7/2022,Aug,6/26/2023,Jun,Inactive,United States,29,25-30,Female
332,Basic,14,7/22/2022,Jul,6/26/2023,Jun,Inactive,Canada,31,30-35,Male
333,Standard,15,7/24/2022,Jul,6/27/2023,Jun,Inactive,United Kingdom,43,40-45,Female
334,Standard,11,7/28/2022,Jul,6/28/2023,Jun,Inactive,Australia,34,30-35,Male
335,Basic,10,11/8/2022,Nov,6/25/2023,Jun,Inactive,Germany,47,45-50,Female
336,Premium,12,2/9/2022,Feb,6/26/2023,Jun,Inactive,France,35,30-35,Male
337,Basic,13,11/10/2022,Nov,6/27/2023,Jun,Inactive,Brazil,36,35-40,Male
338,Standard,12,10/15/2022,Oct,6/27/2023,Jun,Inactive,Mexico,33,30-35,Male
339,Premium,13,5/10/2022,May,6/25/2023,Jun,Inactive,Spain,30,25-30,Female
340,Basic,14,9/13/2022,Sep,6/25/2023,Jun,Inactive,Italy,44,40-45,Female
341,Premium,13,8/24/2022,Aug,6/26/2023,Jun,Inactive,United States,44,40-45,Female
